Comment,Toxic
agreed but you have to take the point controversy just like you mentioned him daku proof to ap pas nai mgr zuban zadd am bat hy to keh di ap ny same like ritchie ny mention kia aisi baten suni gai hain leave this now,1
bhabhi kon bro,1
prime minister na bno,1
good job brother we punjabi pyar naal pyar milega ungly karoge to hum say haath milega,1
yeh to cheating ho gi na mene itni duae mangi thi harr jy,1
apka milaya hwa nmbr phir durust,1
jb koi lrka kahy ga mjhy khny,1
tere liye khush hu mai pagle tere khushi hi mere liye sab kuch hai bas fikar mat karna ki tere picche kahi paagal na ho jayu yahi hu teri hu tere siwaye kisi ki nahi remember it,1
think they are awake but job aur ghar chalane chalte jo vo nhi karna chahte vo bhi kar rahe hai its sad but true,1
aj kal aise log hi sir hain jinko apna nahi pata,1
or tum apni chutki ki kon kon si akalmandi ko jhutlaoo gy,1
axha mujhe nahi pata tha,1
allied health sciences waly students be kia ajeeb cheez hoty hain er main apko esy ghooraain gy jesy phly kbi kisi ko dekha ni haiand when you ask them for helpahhh they feel so important have heard their gossipsomg,1
koi hd pic ni hy kya main ny wallpaper lgana,1
nahi dp nahi change karni,1
hatsoff to the fellow commuters for standing up to antisemitic abuse musalman yahoodi bhai bhai,1
phir uska koi kaam bhi nhi karti phir woh mujhy laa deta,1
hai yad nahi warna masom dil ko aur kitna tabha,1
agree with the last sentence dont know about the rest am asking to understand the enemy better only not to get off on hinduyahoodi bhai bhai,1
yr mt kro na ye sbplz bdi muskil se sb thik hua hnd ap fir vhi kr rhe hoplz esa mt kro abhi jo hmari takat fir vhi hmari kmjori bn jayegi esa krneso dhyan rakho,1
mei ny jana kch log hmry lye sirf itni kunjaish chorty hn hum un ki zindgi sy nikl jyn,1
ni ap ki sohbat ka asar ni ma apni wifi se kutt ni,1
acha ha bohat acha ha,1
kal kahan thi sara,1
soap bhi bna do bs yehi reh gya tha,1
karwa lai na bisti chal mera praaaa hun,1
yahoodis on top and no muslim country in top yahoodi sazish sy darny walo ko apni jahalat sy drna chaheyey,1
allah ki qasam dil khoon aansoo ri raha hy ye dekh ker,1
rt most stylish actor ka award jeeta hai din pehlay tayyarhain,1
mene dekha hai aur dekh rha hon kmal ka hai,1
washington ma international womens day aur pakistan ma aurat azadi march,1
zada use nhi krti twitter is liye,1
yhi cheex hy bruh but attitude ki jaye to ego ka baap hu mein bhi,1
jeet gyi bjp dekh lena delhi election,1
allah ki nafarmani to ki na sabar kr sakty thy jb allah ny quran farma dia keh yahodi tumry sub sy barry dushman hn to unhi panah di sale ki zameen or ab jo howa bhugty or ummvi khandan jinho ny hazrat hussain ra ko shadeed kia wo kashmir abad ho gay thy,1
nhi tum itni shreef nhi ho know,1
keya hua aap ko,1
ye tu unk apne chromosome ka result ha,1
jhut nae hai such hai afghanistan waly agr na manty to kia zbrdasti unhn pkr tarbyt ki hm ne wo apni mrzi se aye aur russia se lrny liye tarbyt le gye thy america ko pakistan ne sanctions ki wja se raasty diye na khushi se ap mai america khilaf bolny ki himmt hi nae,1
techno spark mat lena,1
ma nay socha mera alag sy kro gy shukria ada suntay hi bnd kr dia tha ny to,1
agreed but you have to take the point controversy just like you mentioned him daku proof to ap pas nai mgr zuban zadd am bat hy to keh di ap ny same like ritchie ny mention kia aisi baten suni gai hain leave this now,1
aap ne us old man par kya reham kiya us ki koi maali imdaad ki ya bas logon ko hi sham dilana maqsood tha,1
acha ab kya karu jao yar khelo ja ke,1
bsss ab zyada shookha na ho ptaaa hai tujhy bhi sab,1
mujhy huwa tha aik baar but main phir bhi hansta,1
sir ka tu ma saal say fan hon or in muqaf or khiyalaat say agreed hon in yahodi conspiracy baray me lafz ba lafz biyan me suchai hai,1
oh bhai atif khan kpk ka best minister tha sa tak aur abi bhe jitna cm mahmood khan na saal ma kaam nhi kiya uss sa zada wo apni ministry ma kr chuka ha,1
yeh young doctors nahee hoon ga na,1
maa sha allah so cute,1
engrezo ko dekh lo,1
main muddaton ka charsi woh gold leaf larki,1
lahori ab lahori nahi rahai dil peshawri krna hua tu buno jana hoga,1
next kuy asa program broadcast na huoar na hi kuy ashab reasol swaw ki insult kry,1
dear islam please do not label humans as sunni shia ahmadiya ibadi kaafir please,1
peshawari akhrot to main mou sy tor leti,1
wo rutha is qadar ki ham mana na sake jate jate use gale laga na saka ye unki nafrat thi ya meri mohobbat wo kabhi aye nahi or main kabhi bula na saka,1
jesy week mai ek holiday hota hai kash week mai ek working day hota,1
koi nai teesri baar khan ki wajah se haar jaye ga,1
bhai wo sb thik hai lekin aurat ki izat krna seikho apny ghr aurtain hongi unko yhi khty ho,1
samjha toh dunga bas ye mat bolna evm hack ho gai,1
hayeee lala ko na dekhen tou sakoon nai ata kia bat kr di,1
ni ma fair lovely use krti,1
lahore qalandr now hamto doobey hn sanam sath tjhe le dooben ge khud to bhr ho gai psl se ab quetta ko kr,1
yeh to hein google mein dasht yahoodi search ker lo image mein chaley jao aajye ga mein ne to hawaley diye hine,1
ahmaddiya muslim youth of chapter organised jalsa seerat un nabi for the remembrance of the holy prophet of islam from children to adults everyone was eager to learn about and promote the peaceful noble character of muhammad peace be upon him,1
ashaw dekh rehi hon,1
mujy pata chall gya janu,1
deserve date with in dono mein se hain,1
chly phr muh sedha kry ap,1
think ye aap he hein,1
respected khalil sb agr ap ki bjaye tahafuz krei to ye kisi frd jins ya tabqay wali soch se balatr hoga isme na sirf mrdoaurat ko haya liye pegham hai balky aurton ko ye yakin dihani krwi jaye hm mard unki hifazat ko apna freeza janei,1
to ma ny ye he kha or phir ap log fahad bhai ki raye pechy par gye ho,1
khud ko dantun ga sari baton pe na jany kis baat pe khafa ho tum,1
jo ap mere jazz ko tang kr rhi hai nah sadda jazz love,1
allah apke har khwahish puri kry,1
kya ab dish py ptv sports dekh sakhy gy kya method ho ga,1
herbal medicine se sujan to nahi jaati par dard ka ahsaas khatam ho jata hai after lathi charge it helps them alot wo dekhe nahi aapne charsi socks sungte rehte hai same cheez,1
rt being dramatic runs deep in my family rest in peace beloved cousin sakoon wese bhi sirf qabar main hai,1
ma nhi kisi ka supporter,1
ub budhy ho gay hain,1
just like jb dey ka skin jala tha wo nhi dikhaya ya jb asim ko chukla ne pakad ke injure kia tha chest pe wo nhi dikhaya editing ka baap,1
ps main bhi small handle abhi abhi ek bhai saheb taana maar ke gaye hain,1
keh rahi hn na rehne den is bat ko is pe no behs,1
mjhy ni yad rhi kb knsi tweet thi,1
rt lolll mahek your complement akhrot dipikakakar sonakshirastogi,1
to aap film krly un sth,1
wtf yaar guyz drama tha khatam ho gya jaan choro act tha bs muhabbat ko samjh nahi sakty to uska mazak na urao feel the dialouges pain emotions behind tht scene jo muhbt ky dawy dar bny phrty hein allah hi maaf kry unky emotions pr merypasstumho,1
mashallah nickname pata chl gya,1
kis ny kaha,1
also there is annoyance in pak generals for gen bajwa being ahmadiya heard on their news channels,1
ho hi na jao,1
akhrot ho kya,1
dekho main ny apna badla lay,1
lets see aap ne abi tk extra tadka nhi dekh,1
idhar her koi aik doosry ki nazar main kaafir hai,1
nhi lakin tumhain dekh meri apni hansi nikal jaye,1
waaah sadqe jaon tmhre plans pe,1
kahan sa aagya bech,1
sunao janab pehle hi arz ki thi kuch nahi milne wala,1
abi tk to koi khabr nhi aysisubha se koi news paper parh liye hn,1
phoppooooooooo dekh lynnnnn,1
achi khasi bhen hain wahan ai to bhai ban jayen gai,1
many many happy returns of the day to this bomb happy to her who is bhakt for all the chamcha nd kaafir for many but actually an amazingly talented opinionated person who is worth,1
main bhi apne gf ko yehi bolta support our starboy asimriazforthewin,1
arrey batao na yr plz,1
yaar aik dafa is gif py meri aik dost ny kaha ky yaar yahan aesy lag raha hy jesy kidney pain ho raha ho,1
ye waqt bhi guzar jyega,1
ab itna hi mazaaq hota ha,1
maa baap ke baad sacha sirf aap ka shareekehayaat hai baaki aap ke aas paas jitne hain woh sab wahiyaat hain ok bye,1
jb choti the tab bolte the lakin ab pata nhe kea hogea na ab punjabi parhe jati ha na mery sy boli jati ha aur likhe nhe jate,1
us main kon kon hai,1
aap hmesha itni sad rehti hain,1
waoo waitng kb available ho ga,1
faasla rakhein baad main aapko same feel nahi,1
still long way to go here we accommodate one ahmedi finance minister and country wide protest started for the removal and the same people would happily go abroad and do petty jobs under them with out any issue,1
hum pani ka aik aik qatra bacha kr agriculture ko frog de rahay hn,1
yahoodi or christian main farq hai or kia christian aurat say shaadi karnay ki ijazat hamara mazhab nai deta or wo diesel jo islam kay naam par siyasat karnay wala khuda uska injam behtar janta hai behn baat karna say pehlay soch lia karain yeh unglion par qaboo pana shekhain,1
meri shakal dekho pehly mujh sy koi bat nhi,1
kia mein wohi samjha ho jo aap kah rahe hain,1
you dont need to tell me anything about the laws of pakistan neither do need to know from you that wether hes ahmdiya muslim or,1
mei nhi dekhti bus malom kr leti idr udr se kon jeeta,1
kuch tu sharam kro is tarah nangi ho kr pose dana tum muslman ho aur yad rakho aik din marna hay,1
islam took over many nations since its inceptionthe original people are given choices willingly convert to islamforecably convertlive as class person pay the tax flee which thousands did or be murdered which millions did them by the hijra,1
allah kary ab ye record na toott ksi se ameeenn sumameen sid winner hai sidharthshukla aslifans,1
to agy kon start hua,1
han ye to sabit ker diya aap ne,1
just chill sab dukh waqti hain,1
stop aurt march currupt media industery khlill ul rehman zindaabad,1
bhai wo kits wala kia scene ha,1
tum ab jaan jaan cmnts na na kro aik cmnt py bat hoskti hai,1
rudraksh naksha jaani dushman krishna cottage baap of graphics,1
aagey jaa kr dekhna main he kaam,1
puri dunya ne kaha jhoot hai koi proof ni hai dijye agar hai aap pas to,1
like seriously ap sid ke fan ho gy omg sid hai hi aisa sb fan ho jaty haters tk praise kiye bna ni rehty,1
ye mjy nani keh rhy,1
hahahaha kher ho aap ki,1
twitter py kafi dr hn koi mil jaye gi,1
sure thankyou ye kr dekh lety hn,1
to logon ki jahalat khatam kren unko musalman hone ki sahi trbeat kren honour killing islam mn ni hai ke honour kiling ki wja se aplog parde ko issue bna kr mera jism mri marzi krne lgen,1
mard khush hone ki waja kbi jaani ap girls ne mard tab khush hota ha dil se jab usy dosri aurat se ehsas apna pan nazr ay aony liye dosre ma her kisi ko dekh khush nai hota kbi,1
apne gawah banna hay ya marriage hall ki booking krwani hay krne deen jo krty,1
hadson ki jad mein hain toh kya muskurana chor dein jaljalon ke khauf se kya ghar banana chor dein,1
pehly bingi mari niazi bhag raha ha jab agly ne poch liya kab bhag raha ha to apni judgment pesh kar di jawab nhi ha patwario wohi typical kahanian sikh ha qadyani ha yahoodi agent blah blah blah,1
sab say pehlay mei traffic violation public place violation pe fines lagaonga like fines in uae rs for signal violation rs for over speeding etc etc,1
teri bewafai ka gham tu nai par tu bewafa nikla gham ye kam nahi,1
rt jab uski pori timeline hi apke notifications mein ho tu samjh jao barbadi ki inteha hai,1
lekin asli mai bhee tou kartay hain na tou khuaab mai ye thori pata chalta hai khuaab hai ya haqeeqat phir agar na istemaal karain tou kya pata khuaab na ho haqeeqat ho,1
lol aap to phir teacher ban sakty hain,1
mr imran tufail you have good knowledge about rundi as you are from respected family then how you have so much knowledge about rundi daal main kuch tuh kala hai,1
kal ho ga match abi nai,1
aray aray mjhe english pe taunt marnay wale ki khud ki english tau dekho starts to teach us to improve yeh kaun si nayi english aijaad ki hai tum ne bas rehne do tum tna kaafi hai tumharay liye aaj bye bye bhaiyya,1
hye ma sadkay ma shaddi pe gai hui thi dekhlo tmne yad kia or ma again,1
biwi se poch liya hai tum apna mind bana lo,1
kya bat howe ha kis nay ki ha koi bat,1
sach bhi hota tou kon sa kar lyni thi,1
bhai wo sb thik hai lekin aurat ki izat krna seikho apny ghr aurtain hongi unko yhi khty ho,1
wa kya level hai apki jahalat ka kisi ko yahodi ya muslim hony ka certificate deny ap hn kon just common man kisi ko yahoodi kehny sy think apki ki apni muslamaniat pr shak hota hai,1
woh toh khud se banana padhta,1
itna bhi chipak kar selfie na lo breakup ky baad crop bhi na kar sako,1
jinhon ny dooosron ko chup krwaya ho unhy koii chup krwa skta hai,1
sab mar jayenge january khatam nahi hoga,1
meri behn ye qabil dast andazi police jurm hi nhi,1
level ha,1
windows is deadapka computer khatray main hai in urduhindi,1
mae kahani mae aik naya mour bhe la sakta houn mae tum say milnay japan bhe sakta houn,1
hahaah plzz ap jo kaho safe but es bandy sy panga na lo wo ek bat krta hy but phir salo sal log yaad rakhty hn aw na jan churao bilawal ki os sy,1
phr hod bhn bhai hon hy dono college hmare anatomy ki in stages send ups,1
baap ka paisa with no jobs and no worries of future,1
ao luddo khailen ab koi ni khail ra,1
bhai kaha ho yar janoob ki pehchan kese krwa rhe ho ap esa lg rha hai sirf psl time uthe gi din reh gaye psl me or abhi tk koi pta ni captain kon hoga sponsor konse honge plzz bhai apni media teams ko active kren koi photoshoot hona chahiye,1
umar se pehle hi buddhe ho chuke,1
wah kon hai eshal,1
prime minister na bno,1
may allah keep her forever for ab smjh,1
sanaullah saidaccording to islam and constitution those do not believe in khatamenabuwwat are not muslimsit is our duty to protect minorities of the country but the ahmedis will first have to stop claiming to be muslims pml ahmediissue,1
ap ko to lagaya ta khan ny pir kiya nazar aya ta us waqat,1
kis trf say,1
logic ay baat,1
ab to umeed nahi rahi baqi,1
dont argue with beautiful people they would be like shakal dekhi hai apni and you wouldnt able to reply tere se tw achi hai,1
fateh karne aur raaj karne mein bahut fark hota hai asimfans,1
agr ap fata se hn to khuda ka shukr krn pak army ne ap ilaqa ko clear kia hai terrorists se shukr krn pakistan mai hn afghanistan mai hoty to phir bhai apny mulk se aur mulk bndon se pyar krna seekh pakistan ne america ko nae kha tha afghanistan pe hmly ka,1
na andha na bahra pyar chalak hota ha,1
agreed with you sir but smjhao kon,1
hahaha behn bhai ka rishta esa hi hota hai saifi,1
watan watan mere aaba he tu,1
tere sang ik khumari hai,1
mujhy laga mere man ki baat ha,1
are meri bhn mazak jo ladayi horhi uski bat kar rahi wo,1
humain himanshi or asim ko sath dekhna tha but himanshi is change wo kia kr rahi hai she is playing wid feelings toward her its bullshit man,1
koi baat nahi aap agli game jeeto gi,1
say allah maalek hai and it is our usual conversational refrain,1
welcome back laraib ki,1
itna sar dard ho raha hai shohar hota to sar daba raha hota is waqt,1
pehly bingi mari niazi bhag raha ha jab agly ne poch liya kab bhag raha ha to apni judgment pesh kar di jawab nhi ha patwario wohi typical kahanian sikh ha qadyani ha yahoodi agent blah blah blah,1
aur iztarb asa hy ke jesa kuch bacha bhi,1
bhen rest is history,1
rt aurat hoti to bhatak jati maaa nhe bhatak sakti these lines have my heart alif,1
filhaal to sirf establishment jis ko ap nay mention nahi kia,1
new song koi aye pehle aap ko pata,1
ya kom ise laiq thi,1
mere pass ek bhi fake wa news nahi aati kyon,1
nhi pata lgta apko new rules aye jaisy specific time ky bad security nhi milti edr yhi hissab slip expire ho jaye gi,1
sir charsi kehta hai jo maza marnay mn hai woh maza jinay men kahan,1
mian ten years iss jumat ke sath rha hoon na kam na kaj ke,1
waisay mujy nhi mily ga,1
ziddiii ho na ab zidiii ashiq,1
abhe he achanak dekha hai kr doga yaar ya bhe koi baat hai jigar hai to apna,1
baadam akhrot khao prabhu ke gun gao,1
sir ney bula lia rukein btatie,1
hansa tu nahi chahiye per cant stop myself,1
areeeeeeeee bhai ni mei hania ho yr sis kah bhai to mat kaho pureheartsid,1
abba ko patta hota so chupane kaa faida nii,1
baad main phir thora sa ro lia tha jb terminal pe dost alg ho thy thy,1
pata karain ap shaid islamabad se mil jaye mujhe courier karwa den,1
aapki video dekhi paras and mahi sidnaaz ko alag nhi kr rhe hai first time wrong go and watch again pahira ne hamesha aisa hi kya hai unki strategy hi yhi thi sid saath rehkar usko uske doston se alag karo,1
itne log msg krte hain aap apun ko koi nahi karta apun ke liye sharam ka maqaam hai,1
mashwani sb smt ko chorain just ap citizen portal aur cm complaint cell ka follow up lain adhi abadi prob solve kar lain gy,1
kia howa hai aap ko allah bless and protect you aameen,1
doctor im sorry opration waqt dastana aap pait mai reh gya hy dubara opration karna hoga sardar tu pagal ty nai ay ly rupy nawa ly ly,1
tum one sided love ki bat krty ho hum ny to one sided friendship nibhai,1
ye mene kia dekh lia kon hy ye,1
tum say achi,1
mei ny jana kch log hmry lye sirf itni kunjaish chorty hn hum un ki zindgi sy nikl jyn,1
maa ki baap ki mustanggt,1
mjhe pta mera koo innocent ha,1
ghum maray hain sub,1
omg that would be the ugliest but at the same time is highly possible,1
ab banda kya bolay jab banday ki sharyane band hon aur london restaurant mein hawa kha kay theek ho sakta hai shopping mall mein ja kar surgery karwa sakta hai to uskay samnay yeh common baat hi hai na bhai mere,1
nhi wo sab mene apni jaibon me rkhe han,1
general sulemani jo isis ko khtam krny ne key rol play kr chuka tha boht si yahoodiyu ki sazish ko khatam krny me rol play kr chuka tha wo hot target tha yahoodi ko khush krny ke liye trump ny step lya ab trump president rehy ga ho skta hy next president wo aye dubara,1
many phly be kaha ha apke to kya bt,1
nahi yara main nahi,1
banda ni jaag skta,1
na chairo hamein ham sataye huy hein,1
teri aaj tak baat bi sach hoti nahi dekhi maine,1
desh ka pta bhi but bhai tu jaag ja yahan to goli hath me lagi but pata tujhe kaha lage bhai chinta hai aapki sayad aap mujhe galat na samjho,1
send krr dyna wo sth sth ma room banta rho,1
ha padh liya vo hi soch rha tha isko kya hogys,1
inhen promote hony ki zarurat nahi badshah bandy hn,1
aap kiska intjar kr rhe yha so jao,1
ye kisi ke talent ki iajjat nahi karte kabhi isiliye aap kisi aur field me lag jao,1
ha raat ko kangress walo ki achi khabar leta hu,1
kal hoe na hoe,1
yahan jaali medicine milawatt shuda ghiza outdated ishyaay khurd nosh taiz raftari etc sabbab aamwaat mamool hein govt smait koi bhe ap tweeted golden alfaz pay focus nahi kerta,1
reporter ko pit kar yeh log kya sabit karna chahte hain kya ine logon ko dar hai ki jo log dharne per baithe hain vah log zee news ke samjhane per kahin apna dharna na khatm kar den,1
tum ko koi sheram ya haya aati hia nahi,1
pattharbaazi aur public property wahi damage karte jo bachche paida karke paise ka tax na dete jinki jeb se paisa jaata unhe hi kadar hoti abhi jo tax dete wo dikhayenge mein ka repeat telecast,1
zindge rahi to har sans tak pani ki bachat krty rahay gy inshallah,1
sirf court main complaint ho skti police nhi kr skti arrest,1
the destiny of pakistan is disintegrationcivil war will happen we have to wait and watch there are so many boiling points in pakistani society civilmilitarycourt relation public relation with politicalarmy between shia sunni ahmadiya phaktunbaloch the minorities in general,1
so bilowal calling him beghairatall those mullah brigades called him qadiyani yahoodi talking abt hiswife who has nothing to do with politics is justified but he cant say anything what logiche can do and say whatever the fuck he want to he is pm nothing but zero,1
bs khela ni jata bazu sun ho jata ha,1
main mazaq kar rahi thikonsa main ny lay lena tha tumhara accountkeh detay han lay,1
hawwwwwwwn yar sach main iritate kar rekha hai is nee muje,1
bs phir manzoor hai na,1
bikl thk hy koi qanoon sy brh kr ni hona chahiy pakistan zindabaad,1
kay baat ha mine sub ke,1
hahaha aby yar itna mushkil sawal mat poch is sy isy bs yei ota ha imran khan yahodi agent ha israeel ka mafad pora kr rha ha thats it,1
hn tou esi lye oper wali bt krne ki zrurt ni thi,1
ary pagal ayse hum bhi krty but kisiko hum kbhi phla msg nhi karein gy,1
ye lo beta saboot le lo mujrim khud iqrar krty howy hawala tareek tibri,1
rt randi men cant even spell wives but want,1
bss jaldi say,1
samjha toh dunga bas ye mat bolna evm hack ho gai,1
han ab opp likh nahi sakti thi kyun kay wo phir trend kay mutabiq na hota,1
ye uss bunday ka tajzia hai jisay pora mulk sahafi nai samjh ta,1
tum me ja rha hn huh,1
is mulk main islam aurat libas se start ho kr isi pe khatam hta,1
krny waly phir krty or jinhon ny krna ho naaw unhain kuch dikhai ni dyta,1
unse acha bnda akhrot kha le,1
galt kiya ma ny,1
funny krty waqt kuch to waznka khayal kro idi ty mj da nai,1
you are so right,1
ye acha mazak kya hai life ne hamare sath jab psl ke saare matches pakistan main hone lage toh hamza peshawar zalmi ka ambassador nai raha aur ab jab islamabad main matches honge toh hamza wahan hoga ya nahi kuch pta nai,1
sir psl songs ki abtk ki history aapka koi saani nhi aap lajawab hain apki awaz psl songs jadu hy jo cricket ka josh jzba wlwala ubharta hy dill dhmaal dalny ko krta hy fantastic should give chance to you again next,1
ary yeh dhandli nahi dhandla hai,1
na kaho aisa humara dil jal rha,1
mere comments pe apko ghusa to nhi ata,1
follower kese atay hain,1
es yahodi hokomat appil karna koi faida nahi,1
akhrot ki barfi,1
ye tu sch,1
kal ap pm ne kaha pakistan pe qabzay liay days chahiay we welcome him tea is ready,1
khushkhbri ha now enjoy urself,1
haveli pe ao na janeman,1
apki bhi dimag akhrot se hi wapis aya tha,1
mj se ly,1
dekh to sai phaly har time bachiun sath laga howa hai,1
ye to berra ghrk kia hoa food,1
what do you do when you come across hijra begging at traffic intersection,1
carefulweight na zyda ho jaye uppr sey ab shadi shudda ho,1
aap se pehle daal lia krien us me jo kch dalna ho,1
ayat ul kursi parh soti ho gi tum lagta,1
yeah tum dono ek dusray ko dekh har waqt muskuratay rehtay hokuch toh garbar,1
mean this is going one step ahead of ppp and pmln they just used to give extensions but pti is ready to accept coas as baap which to some extent is true in their case,1
sir next konse tv pe,1
bhook lgi thi,1
or phly pucha to main ny hai aap btay na,1
allah dy bhai apko phr mong phalyan kishmish badan akhrot or chalgozy mel khana,1
shona baby nh aye ga so jao,1
mukesh aap sach nen kehtykya ye sab august sy ho rha haus sy pehly sab acha tha,1
mzak kia tha,1
dekha hua ha hr rooz dehkte hn,1
slip jo hai apky pass uspy ap week ky andr andr ly skti otherwise pay kro gi tb mily gi,1
ag sara ja kahn rhy hain subha sa bnda hy jo twitter chor rha,1
open ni ho raha,1
ap bhi nazar nhi aa rhi,1
mereko kabhi depression nhi ho sakta main hi depression ko ho jaata hu bhaaj jaata bechara mujhse darr ke,1
kabhi bff nai aap ko constant hafty miss kraya hai that shit hurts man,1
dont think kissi kism masail hal liye march ka koi mamooli sa bhi faida hota hy,1
rt kaisa jism aur kaise marzi,1
manhoosiyt lee jaen yahan se,1
sir this is karma pak armys ultimate goal is to split india in maximum possible ways today we pak army has got split based on religious sect gen bajwa is accused of being ahmadiya muslim slowly slowly karma is rewarding them back with dividends pak soldier vs pak soldier,1
no halala kay badh phir shadi,1
thori info chahiye thi,1
young kon hai yaha py,1
hm kia yad karyn gy hamary area ka cm of punjab laga tha aur hamary area road aisy hain patient diseases ki wajah sy ni jumps ki wajah sy marr jata haitibbi taunsa road usmanbuzdar,1
teri ty honi ni awein kush hota reh,1
filhaal to sirf establishment jis ko ap nay mention nahi kia,1
ni ye achi hy,1
kaafi costly hoga na,1
na me tmhara kia lgta hun har chez me ne btani hy school me ya ghar me ksi ny kch ni prhaya btaya,1
han mujhy bhi yahi lagta hai main ghar walon ko melay main mili,1
akhrot kha ke aao,1
mil jaay ga kya jaldi hai inshallah,1
hahaha behn bhai ka rishta esa hi hota hai saifi,1
yeh aap ki bhool hai ik khud kehta tha leader theek ho to neechay sb theek hota hai ab ye to pehlay imran khan jhoot bolta tha ya ab aap log jhoot boltay hein,1
koi issue nhi ban jao bhen meri,1
calling opponents beghairt pait phar nikaloon ga tracter trolley yahoodi agent qadiyanion ka yar etc etc etc are very grace full respect earning language na,1
ye naya tha,1
kiya kaha tum,1
lolz you mean same pro minority imran khan who wants to bring rule of medina back into pakistan and thinks ahmadiya arr not muslims,1
jb aaye ga imran asian tigers ky khawab sy asian fakeer tk ka safar jeet gaya western mindyahoodihindu sazish imran ya fauj kis kis ki planning thi es qaum ko achey khawab ki saza deny ki,1
chlo koe bat ni udas na ho,1
hahahaaa aby abi jga kya ye jwb dny liye,1
mobile mai option hota hai setting ka ap wahan ja kr lo apni setting hahahahaha,1
meri pic ka glt use kia ja ra,1
comment prh ke lag raha hr jawab na me hoga,1
mujh sa sab nafrat krty han,1
rt no one ammi akhrot walnuts dimagh lye achay hotay hain dekho unki banawat bhee aisee hai,1
masallah bhen allah apko lambi zindgi dy me apka program dekha hai es se sabit howa ap ak ache khamdan se belong krti hain jb apne hazrat muhammad sawke nam pe angote chome us waqt mere dil se apke lia bhtt dunway nikli,1
arre mahira is not even nominated kya aap bhi,1
ye maine tiktok pe dekha tha,1
sab nay mil kar,1
wah mashallah stay blessedkhana hy ga,1
oo sakoon say soo ja tere dimagh ma virus chadha hua ha,1
ary ko bad mn thanks krnasbse phle khuda ke liye wuhan and xiachan ki city mn mojud pakistani students ko nikalo wahan sewo bechare bar bar videos bna kr bhek mang rhe hain or tm log sakoon se bethe ho,1
wese kamal bat hai gareeda baad ab asma ki nazar ss ki topi pe hai,1
khud per kis bat ka,1
as vari police ny chakya wa an,1
aapse behter yeh yahoodi hai waise jo corruption aur jhoot aur fareb ke khilaaf hai aapke tara nahi,1
mashallah stay blessed,1
jis jis ko year main joosh charha ha mulk ki voluntarily khidmat karnay ka wo aram sy ghar bethain humain proper history tak leni nahi aati pandemic fight karnay chalain hain dont be burden to trained doctors there they already dont have enough ppes they dont need you,1
jb hoi tujy bulao mary liye acha sa drss ly ana bs,1
kaash kisi ko meray pay bhi crush hota koi mujhay confess karta aur phir mein kehti chal jhootay,1
rt are jo baag mein betthe hai unko samjho tum ko samj mein aa gaya to kya laddu bante,1
ye baat purani ha koi nai baat,1
we will spot you mola apny maqsad me kamyab kary inshahallah inhy apna haq zaroor mily ga,1
sari raat jaagti na,1
yar smag gae thi na,1
rt karachi culture is enjoying nice walk outside and hearing bharwe phone nikaal from behind,1
jinko aap qadiani keh rahay hou wo ahmedi hee hain constitution may kar diya naa nonmuslims aur kya karen aap bilkul bbi tolerance ki baat nai kar saktay aur logon ka humare liye jab aap khud kisi ka mazhab ki bunyaad par jeena haram kar rahay hou,1
wo mehngy hoty kbhi kro to pata chly,1
is ne is tweet pe kitne dollor lagaye hoo ge,1
allah apko hidayat dey apky mutalbaat ur naro mey zameen asmaan ka farq hey ye march inteshar phelany ilawa kisi baat ka hal nikalny kabil nai,1
ar tweeter pe koi nasa ka project complete krne tu ata ni koi waily hi ate saree,1
mahira ka bhai khud bol raha hai ke tu achi nhi dikh rahi bahar,1
months iss liye lagay ke wahan ke protocols hain jinko follow karna hota hai but ap jaise logo ko yeh baat samajh nahi aa sakti,1
na mne aurat nange pann ki support kiya hai or na mard khule aam sandh ki trah ghoomne ko dono chezein galat hain ainda bina sari bat sune mou kholne se pehle bar sochiyega shukriya,1
kuch nahi hoga siryaha koi nahi hai sahi aur galat ka faisla karne wala,1
rt faasla rakhein baad me ap kehty hain we are just friends,1
cricket baghair kesay time pas hota hy,1
dur nahin lagta aisi sunsan jagah per,1
allah pak aap nseeb achy kry aameen,1
ye le,1
nhi wo sab mene apni jaibon me rkhe han,1
answer that bc talk too much about myself bc,1
yar wo aurat march wali photo pari hai kisi kay pas jisme wo laal rasi dali hui hoti hai larkay ko,1
haan sacha piyar aur insaniyat ka injection agr prents ne tarbiyat mai dala ho to essa zaror hota hai,1
galti se mistake,1
rt eating pancit canton alone is so bc know wala ka kacompetition hahhaaha,1
cigrette vale pe blush kiye thee,1
mujhy kiya pata main toh wahan nhi rehtiek bar thi,1
ya allah pak hum sab ko naseeb farmaaameen,1
na andha na bahra pyar chalak hota ha,1
bhai tcs krwa do ga apko,1
mashwani sb smt ko chorain just ap citizen portal aur cm complaint cell ka follow up lain adhi abadi prob solve kar lain gy,1
pata nhitumahary to bohat sary friend shongyebunsy kar lena,1
ye inform nae kary gy main tab kar dugi help dont worry,1
abhi tk to kuch ni sikhaya agy irady ni in bs lgta degree dy nikal dain,1
agar abhi aap ke top order mein malik aur hafeez jaise nallay hon to jagah banani chahye,1
social media aalmi yahodi riyasat liy rah bana raha hai hum sab janay an janay me us ka kaam aasan kar rahy hian,1
sach hai kya ye,1
apke friend kaha hoti ha aj,1
